01 16 Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
01 16 Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
01 16  
02 16 201602,35,009,4,8,Curry County                  ,1,1,185462,0,0,0,0,0,0,0,0,0,1,1,185462,0,0,0,0,0,0,0,0,0
02 16 201602,35,013,4,8,Dona Ana County               ,56,56,11120231,0,0,0,0,0,0,0,0,0,56,56,11120231,0,0,0,0,0,0,0,0,0
02 16 201602,35,015,4,8,Eddy County                   ,14,14,2937536,0,0,0,0,0,0,0,0,0,14,14,2937536,0,0,0,0,0,0,0,0,0
02 16 201602,35,017,4,8,Grant County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,35,025,4,8,Lea County                    ,6,6,1166800,0,0,0,0,0,0,6,65,14563026,6,6,1166800,0,0,0,0,0,0,6,65,14563026
02 16 201602,35,027,4,8,Lincoln County                ,3,3,775227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,35,028,4,8,Los Alamos County             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,35,029,4,8,Luna County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,35,031,4,8,McKinley County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,35,035,4,8,Otero County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,35,039,4,8,Rio Arriba County             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,35,041,4,8,Roosevelt County              ,2,2,319935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,35,043,4,8,Sandoval County               ,75,75,15883986,0,0,0,0,0,0,1,5,208333,69,69,14594068,0,0,0,0,0,0,0,0,0
02 16 201602,35,045,4,8,San Juan County               ,16,16,3691905,0,0,0,0,0,0,0,0,0,5,5,1512511,0,0,0,0,0,0,0,0,0
02 16 201602,35,047,4,8,San Miguel County             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,35,049,4,8,Santa Fe County               ,11,11,2728688,0,0,0,0,0,0,0,0,0,11,11,2728688,0,0,0,0,0,0,0,0,0
02 16 201602,35,051,4,8,Sierra County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,35,053,4,8,Socorro County                ,1,1,217000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,35,055,4,8,Taos County                   ,4,4,438623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,35,061,4,8,Valencia County               ,8,8,867296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,36,001,1,2,Albany County                 ,24,24,5776370,0,0,0,1,4,336000,0,0,0,24,24,5776370,0,0,0,1,4,336000,0,0,0
02 16 201602,36,005,1,2,Bronx County                  ,1,1,257201,1,2,258601,4,13,1427319,4,391,48882820,1,1,257201,1,2,258601,4,13,1427319,4,391,48882820
02 16 201602,36,029,1,2,Erie County                   ,40,40,10577365,1,2,357041,1,3,389835,5,66,6583663,26,26,7061355,0,0,0,0,0,0,2,34,3465000
02 16 201602,36,047,1,2,Kings County                  ,4,4,1028802,1,2,258601,3,10,1097938,6,80,10001600,4,4,1028802,1,2,258601,3,10,1097938,6,80,10001600
02 16 201602,36,051,1,2,Livingston County             ,2,2,454325,0,0,0,0,0,0,0,0,0,1,1,184000,0,0,0,0,0,0,0,0,0
02 16 201602,36,055,1,2,Monroe County                 ,47,47,10241326,0,0,0,0,0,0,1,9,1272500,41,41,9224584,0,0,0,0,0,0,0,0,0
02 16 201602,36,059,1,2,Nassau County                 ,38,38,17160863,0,0,0,0,0,0,3,69,7909663,23,23,11331400,0,0,0,0,0,0,2,60,6444710
02 16 201602,36,061,1,2,New York County               ,0,0,0,0,0,0,0,0,0,3,133,16627660,0,0,0,0,0,0,0,0,0,3,133,16627660
02 16 201602,36,063,1,2,Niagara County                ,13,13,3132276,0,0,0,0,0,0,0,0,0,12,12,2913901,0,0,0,0,0,0,0,0,0
02 16 201602,36,069,1,2,Ontario County                ,27,27,8808316,0,0,0,0,0,0,0,0,0,27,27,8808316,0,0,0,0,0,0,0,0,0
02 16 201602,36,073,1,2,Orleans County                ,3,3,664401,0,0,0,0,0,0,0,0,0,2,2,514401,0,0,0,0,0,0,0,0,0
02 16 201602,36,079,1,2,Putnam County                 ,4,4,832165,0,0,0,0,0,0,0,0,0,2,2,386000,0,0,0,0,0,0,0,0,0
02 16 201602,36,081,1,2,Queens County                 ,15,15,3858009,9,18,2327413,5,15,1646907,4,120,15002400,15,15,3858009,9,18,2327413,5,15,1646907,4,120,15002400
02 16 201602,36,083,1,2,Rensselaer County             ,6,6,1405636,1,2,100000,0,0,0,1,7,334091,1,1,412740,1,2,100000,0,0,0,0,0,0
02 16 201602,36,085,1,2,Richmond County               ,15,15,3858009,15,30,3879021,0,0,0,0,0,0,15,15,3858009,15,30,3879021,0,0,0,0,0,0
02 16 201602,36,087,1,2,Rockland County               ,7,7,1872204,3,6,689730,2,8,856839,1,10,974335,2,2,795000,2,4,450000,0,0,0,0,0,0
02 16 201602,36,091,1,2,Saratoga County               ,32,32,8075819,1,2,258601,2,6,658763,0,0,0,26,26,6959069,1,2,258601,2,6,658763,0,0,0
02 16 201602,36,093,1,2,Schenectady County            ,1,1,199949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,36,095,1,2,Schoharie County              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,36,099,1,2,Seneca County                 ,1,1,100000,0,0,0,0,0,0,0,0,0,1,1,100000,0,0,0,0,0,0,0,0,0
02 16 201602,36,117,1,2,Wayne County                  ,7,7,1384000,0,0,0,0,0,0,0,0,0,6,6,1300000,0,0,0,0,0,0,0,0,0
02 16 201602,36,119,1,2,Westchester County            ,21,21,10498835,1,2,143574,0,0,0,0,0,0,17,17,8485775,0,0,0,0,0,0,0,0,0
02 16 201602,37,007,3,5,Anson County                  ,3,3,449595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,37,011,3,5,Avery County                  ,7,7,2330000,0,0,0,0,0,0,0,0,0,7,7,2330000,0,0,0,0,0,0,0,0,0
02 16 201602,37,015,3,5,Bertie County                 ,1,1,333600,0,0,0,0,0,0,0,0,0,1,1,333600,0,0,0,0,0,0,0,0,0
02 16 201602,37,025,3,5,Cabarrus County               ,117,117,17157511,0,0,0,0,0,0,0,0,0,117,117,17157511,0,0,0,0,0,0,0,0,0
02 16 201602,37,033,3,5,Caswell County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,37,037,3,5,Chatham County                ,46,46,16057587,0,0,0,0,0,0,0,0,0,46,46,16057587,0,0,0,0,0,0,0,0,0
02 16 201602,37,051,3,5,Cumberland County             ,51,51,10094023,0,0,0,0,0,0,0,0,0,50,50,9790158,0,0,0,0,0,0,0,0,0
02 16 201602,37,053,3,5,Currituck County              ,22,22,7017291,0,0,0,0,0,0,0,0,0,22,22,7017291,0,0,0,0,0,0,0,0,0
02 16 201602,37,059,3,5,Davie County                  ,7,7,1475857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,37,063,3,5,Durham County                 ,149,149,26744086,0,0,0,0,0,0,14,635,59945353,149,149,26744086,0,0,0,0,0,0,14,635,59945353
02 16 201602,37,069,3,5,Franklin County               ,41,41,7223114,0,0,0,0,0,0,0,0,0,41,41,7223114,0,0,0,0,0,0,0,0,0
02 16 201602,37,071,3,5,Gaston County                 ,68,68,20423321,0,0,0,0,0,0,0,0,0,68,68,20423321,0,0,0,0,0,0,0,0,0
02 16 201602,37,081,3,5,Guilford County               ,97,97,24055917,0,0,0,0,0,0,3,53,6323902,75,75,19344912,0,0,0,0,0,0,1,24,3505915
02 16 201602,37,089,3,5,Henderson County              ,19,19,5655118,0,0,0,0,0,0,0,0,0,19,19,5655118,0,0,0,0,0,0,0,0,0
02 16 201602,37,093,3,5,Hoke County                   ,13,13,2933687,0,0,0,0,0,0,0,0,0,13,13,2933687,0,0,0,0,0,0,0,0,0
02 16 201602,37,097,3,5,Iredell County                ,84,84,24480831,0,0,0,0,0,0,0,0,0,84,84,24480831,0,0,0,0,0,0,0,0,0
02 16 201602,37,101,3,5,Johnston County               ,151,151,28390024,0,0,0,0,0,0,0,0,0,151,151,28390024,0,0,0,0,0,0,0,0,0
02 16 201602,37,119,3,5,Mecklenburg County            ,387,387,87333595,2,4,343402,0,0,0,2,58,4979802,387,387,87333595,2,4,343402,0,0,0,2,58,4979802
02 16 201602,37,133,3,5,Onslow County                 ,58,58,7019139,0,0,0,0,0,0,0,0,0,48,48,5667372,0,0,0,0,0,0,0,0,0
02 16 201602,37,135,3,5,Orange County                 ,50,50,12497777,1,2,200000,0,0,0,0,0,0,50,50,12497777,1,2,200000,0,0,0,0,0,0
02 16 201602,37,145,3,5,Person County                 ,4,4,945000,0,0,0,0,0,0,1,5,220000,4,4,945000,0,0,0,0,0,0,1,5,220000
02 16 201602,37,151,3,5,Randolph County               ,15,15,3609606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,37,157,3,5,Rockingham County             ,11,11,2915770,0,0,0,0,0,0,0,0,0,11,11,2915770,0,0,0,0,0,0,0,0,0
02 16 201602,37,179,3,5,Union County                  ,129,129,29015575,0,0,0,0,0,0,0,0,0,129,129,29015575,0,0,0,0,0,0,0,0,0
02 16 201602,37,181,3,5,Vance County                  ,1,1,375000,0,0,0,0,0,0,0,0,0,1,1,375000,0,0,0,0,0,0,0,0,0
02 16 201602,37,183,3,5,Wake County                   ,533,533,118687621,0,0,0,3,11,958333,1,5,250000,497,497,111174654,0,0,0,3,11,958333,1,5,250000
02 16 201602,37,195,3,5,Wilson County                 ,7,7,1480377,0,0,0,0,0,0,0,0,0,7,7,1480377,0,0,0,0,0,0,0,0,0
02 16 201602,39,007,2,3,Ashtabula County              ,3,3,557402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,39,015,2,3,Brown County                  ,4,4,637319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,39,017,2,3,Butler County                 ,53,53,11900983,0,0,0,0,0,0,0,0,0,53,53,11900983,0,0,0,0,0,0,0,0,0
02 16 201602,39,025,2,3,Clermont County               ,27,27,5686241,1,2,110000,0,0,0,0,0,0,27,27,5686241,1,2,110000,0,0,0,0,0,0
02 16 201602,39,041,2,3,Delaware County               ,94,94,27867245,1,2,245468,0,0,0,0,0,0,94,94,27867245,1,2,245468,0,0,0,0,0,0
02 16 201602,39,049,2,3,Franklin County               ,98,98,26114819,0,0,0,1,4,479050,2,14,1509564,98,98,26114819,0,0,0,1,4,479050,2,14,1509564
02 16 201602,39,055,2,3,Geauga County                 ,7,7,1951000,0,0,0,0,0,0,0,0,0,7,7,1951000,0,0,0,0,0,0,0,0,0
02 16 201602,39,085,2,3,Lake County                   ,21,21,4548669,0,0,0,0,0,0,0,0,0,20,20,4384096,0,0,0,0,0,0,0,0,0
02 16 201602,39,089,2,3,Licking County                ,16,16,3450994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,39,093,2,3,Lorain County                 ,53,53,13407645,0,0,0,1,4,480000,1,20,1000000,33,33,10591554,0,0,0,1,4,480000,1,20,1000000
02 16 201602,39,097,2,3,Madison County                ,2,2,492188,0,0,0,0,0,0,0,0,0,2,2,492188,0,0,0,0,0,0,0,0,0
02 16 201602,39,103,2,3,Medina County                 ,61,61,11395338,0,0,0,0,0,0,0,0,0,61,61,11395338,0,0,0,0,0,0,0,0,0
02 16 201602,39,117,2,3,Morrow County                 ,4,4,687188,0,0,0,0,0,0,0,0,0,3,3,562188,0,0,0,0,0,0,0,0,0
02 16 201602,39,159,2,3,Union County                  ,40,40,9843760,0,0,0,0,0,0,0,0,0,40,40,9843760,0,0,0,0,0,0,0,0,0
02 16 201602,39,165,2,3,Warren County                 ,71,71,19760685,0,0,0,0,0,0,2,19,2313123,57,57,16639259,0,0,0,0,0,0,1,5,1560540
02 16 201602,40,001,3,7,Adair County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,40,017,3,7,Canadian County               ,24,24,4684192,0,0,0,0,0,0,0,0,0,16,16,2299500,0,0,0,0,0,0,0,0,0
02 16 201602,40,021,3,7,Cherokee County               ,3,3,393715,0,0,0,0,0,0,1,5,244048,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,40,027,3,7,Cleveland County              ,44,44,8961631,3,6,648000,0,0,0,2,229,24334282,44,44,8961631,1,2,378000,0,0,0,2,229,24334282
02 16 201602,40,029,3,7,Coal County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,40,037,3,7,Creek County                  ,8,8,2219800,0,0,0,0,0,0,0,0,0,8,8,2219800,0,0,0,0,0,0,0,0,0
02 16 201602,40,051,3,7,Grady County                  ,8,8,1498082,1,2,325000,0,0,0,0,0,0,1,1,39500,1,2,325000,0,0,0,0,0,0
02 16 201602,40,055,3,7,Greer County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,40,081,3,7,Lincoln County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,40,083,3,7,Logan County                  ,6,6,885000,0,0,0,0,0,0,0,0,0,6,6,885000,0,0,0,0,0,0,0,0,0
02 16 201602,40,087,3,7,McClain County                ,20,20,3465584,0,0,0,0,0,0,0,0,0,13,13,2437655,0,0,0,0,0,0,0,0,0
02 16 201602,40,109,3,7,Oklahoma County               ,335,335,79341198,1,2,220000,0,0,0,0,0,0,323,323,77279479,1,2,220000,0,0,0,0,0,0
02 16 201602,40,111,3,7,Okmulgee County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,40,113,3,7,Osage County                  ,9,9,1259885,0,0,0,0,0,0,0,0,0,9,9,1259885,0,0,0,0,0,0,0,0,0
02 16 201602,40,117,3,7,Pawnee County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,40,131,3,7,Rogers County                 ,43,43,5707598,4,8,500000,0,0,0,0,0,0,42,42,5622598,4,8,500000,0,0,0,0,0,0
02 16 201602,40,143,3,7,Tulsa County                  ,140,140,32811211,0,0,0,0,0,0,0,0,0,139,139,32748211,0,0,0,0,0,0,0,0,0
02 16 201602,40,145,3,7,Wagoner County                ,23,23,3723363,0,0,0,0,0,0,0,0,0,23,23,3723363,0,0,0,0,0,0,0,0,0
02 16 201602,41,000,4,9,Oregon Balance of State       ,6,6,952738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,41,005,4,9,Clackamas County              ,140,140,38887426,2,4,852635,0,0,0,0,0,0,105,105,28925005,0,0,0,0,0,0,0,0,0
02 16 201602,41,019,4,9,Douglas County                ,10,10,2247080,0,0,0,0,0,0,0,0,0,10,10,2247080,0,0,0,0,0,0,0,0,0
02 16 201602,41,025,4,9,Harney County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,41,035,4,9,Klamath County                ,7,7,1803313,0,0,0,0,0,0,0,0,0,7,7,1803313,0,0,0,0,0,0,0,0,0
02 16 201602,41,051,4,9,Multnomah County              ,73,73,19078276,7,14,1885532,0,0,0,3,116,11185455,73,73,19078276,7,14,1885532,0,0,0,3,116,11185455
02 16 201602,41,067,4,9,Washington County             ,180,180,57972120,2,4,759949,3,10,1865850,8,99,13433583,172,172,55430439,2,4,759949,3,10,1865850,8,99,13433583
02 16 201602,41,071,4,9,Yamhill County                ,26,26,6419497,0,0,0,0,0,0,0,0,0,26,26,6419497,0,0,0,0,0,0,0,0,0
02 16 201602,42,001,1,2,Adams County                  ,34,34,4740226,0,0,0,0,0,0,0,0,0,34,34,4740226,0,0,0,0,0,0,0,0,0
02 16 201602,42,017,1,2,Bucks County                  ,43,43,8001483,0,0,0,2,7,1128000,1,5,755450,24,24,5320245,0,0,0,2,7,1128000,1,5,755450
02 16 201602,42,029,1,2,Chester County                ,82,82,23876735,0,0,0,1,4,428290,1,12,2050359,75,75,22039845,0,0,0,1,4,428290,0,0,0
02 16 201602,42,037,1,2,Columbia County               ,4,4,692458,0,0,0,0,0,0,0,0,0,3,3,505858,0,0,0,0,0,0,0,0,0
02 16 201602,42,041,1,2,Cumberland County             ,42,42,8602944,0,0,0,0,0,0,1,6,259504,38,38,7927551,0,0,0,0,0,0,0,0,0
02 16 201602,42,043,1,2,Dauphin County                ,20,20,4422066,0,0,0,0,0,0,3,30,1957500,4,4,836238,0,0,0,0,0,0,1,20,995000
02 16 201602,42,045,1,2,Delaware County               ,33,33,8296744,0,0,0,0,0,0,0,0,0,19,19,5283376,0,0,0,0,0,0,0,0,0
02 16 201602,42,055,1,2,Franklin County               ,23,23,3708793,1,2,246003,1,4,432256,0,0,0,19,19,3411993,0,0,0,0,0,0,0,0,0
02 16 201602,42,091,1,2,Montgomery County             ,100,100,18334226,4,8,1210456,0,0,0,1,12,1080000,95,95,17127095,4,8,1210456,0,0,0,0,0,0
02 16 201602,42,093,1,2,Montour County                ,1,1,231339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,42,099,1,2,Perry County                  ,6,6,1226373,0,0,0,0,0,0,0,0,0,1,1,60000,0,0,0,0,0,0,0,0,0
02 16 201602,42,101,1,2,Philadelphia County           ,46,46,10954526,6,12,1320688,8,26,2393685,4,166,39435632,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,42,103,1,2,Pike County                   ,4,4,936426,0,0,0,0,0,0,0,0,0,3,3,695000,0,0,0,0,0,0,0,0,0
02 16 201602,44,001,1,1,Bristol County                ,2,2,497588,0,0,0,0,0,0,0,0,0,1,1,155000,0,0,0,0,0,0,0,0,0
02 16 201602,44,003,1,1,Kent County                   ,6,6,1158833,0,0,0,0,0,0,0,0,0,3,3,502840,0,0,0,0,0,0,0,0,0
02 16 201602,44,005,1,1,Newport County                ,7,7,1397572,0,0,0,0,0,0,0,0,0,6,6,1134880,0,0,0,0,0,0,0,0,0
02 16 201602,44,007,1,1,Providence County             ,15,15,2683055,0,0,0,0,0,0,0,0,0,10,10,2202278,0,0,0,0,0,0,0,0,0
02 16 201602,44,009,1,1,Washington County             ,19,19,4708259,0,0,0,0,0,0,0,0,0,14,14,3280140,0,0,0,0,0,0,0,0,0
02 16 201602,45,003,3,5,Aiken County                  ,71,71,14773418,0,0,0,0,0,0,0,0,0,71,71,14773418,0,0,0,0,0,0,0,0,0
02 16 201602,45,009,3,5,Bamberg County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,45,015,3,5,Berkeley County               ,82,82,21836269,0,0,0,0,0,0,1,54,1273972,47,47,13319416,0,0,0,0,0,0,0,0,0
02 16 201602,45,017,3,5,Calhoun County                ,3,3,340500,0,0,0,0,0,0,0,0,0,3,3,340500,0,0,0,0,0,0,0,0,0
02 16 201602,45,019,3,5,Charleston County             ,192,192,50247662,0,0,0,0,0,0,1,33,1653422,139,139,41829722,0,0,0,0,0,0,0,0,0
02 16 201602,45,035,3,5,Dorchester County             ,55,55,14794500,0,0,0,0,0,0,0,0,0,54,54,14687000,0,0,0,0,0,0,0,0,0
02 16 201602,45,037,3,5,Edgefield County              ,11,11,1888507,0,0,0,0,0,0,0,0,0,11,11,1888507,0,0,0,0,0,0,0,0,0
02 16 201602,45,039,3,5,Fairfield County              ,3,3,680475,0,0,0,0,0,0,0,0,0,3,3,680475,0,0,0,0,0,0,0,0,0
02 16 201602,45,045,3,5,Greenville County             ,226,226,59830384,0,0,0,0,0,0,0,0,0,225,225,59740388,0,0,0,0,0,0,0,0,0
02 16 201602,45,051,3,5,Horry County                  ,266,266,42062901,3,6,589447,0,0,0,2,26,2325557,53,53,11626267,0,0,0,0,0,0,1,5,980059
02 16 201602,45,055,3,5,Kershaw County                ,21,21,2873953,0,0,0,0,0,0,0,0,0,21,21,2873953,0,0,0,0,0,0,0,0,0
02 16 201602,45,059,3,5,Laurens County                ,8,8,1301866,0,0,0,0,0,0,0,0,0,7,7,1149591,0,0,0,0,0,0,0,0,0
02 16 201602,45,063,3,5,Lexington County              ,126,126,33245275,0,0,0,0,0,0,0,0,0,18,18,3263155,0,0,0,0,0,0,0,0,0
02 16 201602,45,077,3,5,Pickens County                ,19,19,6125395,0,0,0,1,3,240000,1,9,435797,16,16,5384615,0,0,0,0,0,0,0,0,0
02 16 201602,45,079,3,5,Richland County               ,123,123,15523423,0,0,0,0,0,0,2,36,2031940,8,8,957017,0,0,0,0,0,0,0,0,0
02 16 201602,45,081,3,5,Saluda County                 ,2,2,380017,0,0,0,0,0,0,0,0,0,2,2,380017,0,0,0,0,0,0,0,0,0
02 16 201602,45,085,3,5,Sumter County                 ,18,18,1785354,0,0,0,0,0,0,0,0,0,18,18,1785354,0,0,0,0,0,0,0,0,0
02 16 201602,45,091,3,5,York County                   ,173,173,54699910,0,0,0,0,0,0,4,61,5716148,96,96,34982240,0,0,0,0,0,0,0,0,0
02 16 201602,46,007,2,4,Bennett County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,46,055,2,4,Haakon County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,46,071,2,4,Jackson County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,46,111,2,4,Sanborn County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,47,001,3,6,Anderson County               ,7,7,983087,0,0,0,0,0,0,0,0,0,7,7,983087,0,0,0,0,0,0,0,0,0
02 16 201602,47,015,3,6,Cannon County                 ,1,1,126190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,47,021,3,6,Cheatham County               ,7,7,1756000,0,0,0,0,0,0,0,0,0,7,7,1756000,0,0,0,0,0,0,0,0,0
02 16 201602,47,037,3,6,Davidson County               ,342,342,80791470,0,0,0,2,8,750000,10,1256,19551772,342,342,80791470,0,0,0,2,8,750000,10,1256,19551772
02 16 201602,47,043,3,6,Dickson County                ,14,14,2574610,0,0,0,0,0,0,0,0,0,12,12,2145872,0,0,0,0,0,0,0,0,0
02 16 201602,47,049,3,6,Fentress County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,47,081,3,6,Hickman County                ,4,4,808204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,47,093,3,6,Knox County                   ,105,105,24856346,0,0,0,0,0,0,0,0,0,105,105,24856346,0,0,0,0,0,0,0,0,0
02 16 201602,47,105,3,6,Loudon County                 ,22,22,4411027,0,0,0,0,0,0,0,0,0,21,21,4216867,0,0,0,0,0,0,0,0,0
02 16 201602,47,125,3,6,Montgomery County             ,105,105,14265725,1,2,265000,0,0,0,0,0,0,105,105,14265725,1,2,265000,0,0,0,0,0,0
02 16 201602,47,139,3,6,Polk County                   ,13,13,2341613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,47,149,3,6,Rutherford County             ,176,176,29974560,0,0,0,0,0,0,1,5,252917,149,149,26627588,0,0,0,0,0,0,0,0,0
02 16 201602,47,153,3,6,Sequatchie County             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,47,157,3,6,Shelby County                 ,77,77,20940552,0,0,0,8,24,2276000,15,249,22437800,77,77,20940552,0,0,0,8,24,2276000,15,249,22437800
02 16 201602,47,159,3,6,Smith County                  ,6,6,592500,0,0,0,0,0,0,0,0,0,6,6,592500,0,0,0,0,0,0,0,0,0
02 16 201602,47,161,3,6,Stewart County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,47,165,3,6,Sumner County                 ,75,75,17970357,0,0,0,0,0,0,0,0,0,72,72,17393552,0,0,0,0,0,0,0,0,0
02 16 201602,47,167,3,6,Tipton County                 ,7,7,1074561,0,0,0,0,0,0,0,0,0,3,3,535475,0,0,0,0,0,0,0,0,0
02 16 201602,47,169,3,6,Trousdale County              ,1,1,615000,0,0,0,0,0,0,0,0,0,1,1,615000,0,0,0,0,0,0,0,0,0
02 16 201602,47,173,3,6,Union County                  ,10,10,600000,0,0,0,0,0,0,0,0,0,10,10,600000,0,0,0,0,0,0,0,0,0
02 16 201602,47,175,3,6,Van Buren County              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,47,189,3,6,Wilson County                 ,93,93,25971240,0,0,0,0,0,0,0,0,0,93,93,25971240,0,0,0,0,0,0,0,0,0
02 16 201602,48,013,3,7,Atascosa County               ,4,4,621778,0,0,0,0,0,0,0,0,0,2,2,313950,0,0,0,0,0,0,0,0,0
02 16 201602,48,015,3,7,Austin County                 ,3,3,528732,0,0,0,0,0,0,0,0,0,1,1,190000,0,0,0,0,0,0,0,0,0
02 16 201602,48,019,3,7,Bandera County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,48,021,3,7,Bastrop County                ,7,7,695314,0,0,0,0,0,0,0,0,0,7,7,695314,0,0,0,0,0,0,0,0,0
02 16 201602,48,025,3,7,Bee County                    ,1,1,109397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,48,027,3,7,Bell County                   ,105,105,17856001,0,0,0,0,0,0,0,0,0,87,87,13996760,0,0,0,0,0,0,0,0,0
02 16 201602,48,029,3,7,Bexar County                  ,240,240,53324054,0,0,0,2,8,799507,2,19,2209154,192,192,43126442,0,0,0,2,8,799507,0,0,0
02 16 201602,48,051,3,7,Burleson County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 16 201602,48,055,3,7,Caldwell County               ,23,23,3817552,0,0,0,0,0,0,0,0,0,1,1,50400,0,0,0,0,0,0,0,0,0
02 16 201602,48,085,3,7,Collin County                 ,683,683,217100139,1,2,272437,0,0,0,15,300,30109720,640,640,205775426,0,0,0,0,0,0,15,300,30109720
